Competition_Name,Gender,Country,Season_End_Year,Round,Wk,Day,Date,Time,Home,HomeGoals,Home_xG,Away,AwayGoals,Away_xG,Attendance,Venue,Referee,Notes,MatchURL
FIFA World Cup,M,NA,1954,Group stage,NA,Sun,6/20/1954,16:50,Hungary hu,8,NA,de Germany,3,NA,56000,St. Jakob (Neutral Site),William Ling,,https://fbref.com/en/matches/71475f68/Hungary-Germany-June-20-1954-FIFA-World-Cup
FIFA World Cup,M,NA,1954,Group stage,NA,Sun,6/20/1954,17:00,Turkey tr,7,NA,kr Korea Republic,0,NA,4000,Charmilles (Neutral Site),Esteban Marino,,https://fbref.com/en/matches/7fbfdb71/Turkey-Korea-Republic-June-20-1954-FIFA-World-Cup
FIFA World Cup,M,NA,1954,Group stage,NA,Sun,6/20/1954,17:00,Italy it,4,NA,be Belgium,1,NA,24000,Comunale di Cornaredo (Neutral Site),Carl Steiner,,https://fbref.com/en/matches/6e70e518/Italy-Belgium-June-20-1954-FIFA-World-Cup
FIFA World Cup,M,NA,1954,Group stage,NA,Sun,6/20/1954,17:10,Switzerland ch,0,NA,eng England,2,NA,43500,Wankdorf Stadium,Istvan Zsolt,,https://fbref.com/en/matches/b7b6f54f/Switzerland-England-June-20-1954-FIFA-World-Cup
FIFA World Cup,M,NA,1954,Group stage play-off,NA,Wed,6/23/1954,18:00,Germany de,7,NA,tr Turkey,2,NA,17000,Hardturm (Neutral Site),Raymond Vincenti,,https://fbref.com/en/matches/9f83cb4c/Germany-Turkey-June-23-1954-FIFA-World-Cup
FIFA World Cup,M,NA,1954,Group stage play-off,NA,Wed,6/23/1954,18:00,Switzerland ch,4,NA,it Italy,1,NA,30000,St. Jakob,Benjamin Griffiths,,https://fbref.com/en/matches/af34264a/Switzerland-Italy-June-23-1954-FIFA-World-Cup
FIFA World Cup,M,NA,1954,Quarter-finals,NA,Sat,6/26/1954,17:00,Switzerland ch,5,NA,at Austria,7,NA,35000,La Pontaise,Charlie Faultless,,https://fbref.com/en/matches/1968d1af/Switzerland-Austria-June-26-1954-FIFA-World-Cup
FIFA World Cup,M,NA,1954,Quarter-finals,NA,Sat,6/26/1954,17:00,Uruguay uy,4,NA,eng England,2,NA,28000,St. Jakob (Neutral Site),Carl Steiner,,https://fbref.com/en/matches/77047f8c/Uruguay-England-June-26-1954-FIFA-World-Cup
FIFA World Cup,M,NA,1954,Quarter-finals,NA,Sun,6/27/1954,17:00,Hungary hu,4,NA,br Brazil,2,NA,40000,Wankdorf Stadium (Neutral Site),Arthur Ellis,,https://fbref.com/en/matches/1cada86d/Hungary-Brazil-June-27-1954-FIFA-World-Cup
FIFA World Cup,M,NA,1954,Quarter-finals,NA,Sun,6/27/1954,17:00,Germany de,2,NA,yu Yugoslavia,0,NA,17000,Charmilles (Neutral Site),Istvan Zsolt,,https://fbref.com/en/matches/6d3aae83/Germany-Yugoslavia-June-27-1954-FIFA-World-Cup
FIFA World Cup,M,NA,1954,Semi-finals,NA,Wed,6/30/1954,18:00,Hungary hu,4,NA,uy Uruguay,2,NA,45000,La Pontaise (Neutral Site),Benjamin Griffiths,Required Extra Time,https://fbref.com/en/matches/9cac2e1e/Hungary-Uruguay-June-30-1954-FIFA-World-Cup
FIFA World Cup,M,NA,1954,Semi-finals,NA,Wed,6/30/1954,18:00,Germany de,6,NA,at Austria,1,NA,58000,St. Jakob (Neutral Site),Vincenzo Orlandini,,https://fbref.com/en/matches/a896164c/Germany-Austria-June-30-1954-FIFA-World-Cup
FIFA World Cup,M,NA,1954,Third-place match,NA,Sat,7/3/1954,17:00,Austria at,3,NA,uy Uruguay,1,NA,32000,Hardturm (Neutral Site),Paul Wyssling,,https://fbref.com/en/matches/e528741f/Austria-Uruguay-July-3-1954-FIFA-World-Cup
FIFA World Cup,M,NA,1954,Final,NA,Sun,7/4/1954,17:00,Germany de,3,NA,hu Hungary,2,NA,62500,Wankdorf Stadium (Neutral Site),William Ling,,https://fbref.com/en/matches/12606aa7/Germany-Hungary-July-4-1954-FIFA-World-Cup
